name,price,currency
Відгуки покупців про Мобільний телефон Motorola G32 6/128GB Grey (PAUU0027RS) (без зарядного пристрою),,
 Мобільний телефон Samsung Galaxy A73 5G 6/128Gb Light Green (SM-A736BLGDSEK), 19 299,₴
 Мобільний телефон Motorola G32 6/128GB Grey (PAUU0027RS) (без зарядного пристрою), 6 999,₴
 Мобільний телефон Samsung Galaxy A73 5G 6/128Gb White (SM-A736BZWDSEK), 19 299,₴
Відгуки покупців про Мобільний телефон Samsung Galaxy A73 5G 6/128Gb White (SM-A736BZWDSEK),,
 Мобільний телефон Samsung Galaxy A73 5G 6/128Gb Gray (SM-A736BZADSEK), 19 299,₴
 Мобільний телефон Apple iPhone 13 128GB (PRODUCT) Red (MLPJ3HU/A), 35 999,₴
 Мобільний телефон Apple iPhone 13 128GB Starlight (MLPG3HU/A), 35 999,₴
 Мобільний телефон Apple iPhone 13 128GB Midnight (MLPF3HU/A), 35 999,₴
 Мобільний телефон Apple iPhone 13 128GB Green (MNGK3), 35 999,₴
Відгуки покупців про Мобільний телефон Apple iPhone 13 128GB Pink (MLPH3HU/A),,
 Мобільний телефон Apple iPhone 13 128GB Blue (MLPK3HU/A), 35 999,₴
